action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,opponent,remaining_time,2PT Field Goal,3PT Field Goal,Bank Shot,Dunk,Hook Shot,Jump Shot,Layup,Tip Shot,home_court,injury
Jump Shot,Jump Shot,-188,85,1,0,2010,20,1.0,NOH,624,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,20,9,1,0,2010,2,0.0,NOH,522,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-81,36,1,0,2010,8,1.0,NOH,289,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,18,1,1,0,2010,1,1.0,NOH,250,True,False,False,False,False,False,True,False,1,0
Driving Reverse Layup Shot,Layup,-26,4,1,0,2010,2,1.0,NOH,192,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-136,209,1,0,2010,24,1.0,NOH,153,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,144,-5,2,0,2010,14,0.0,NOH,349,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,2,156,2,0,2010,15,1.0,NOH,318,True,False,False,False,False,True,False,False,1,0
Turnaround Bank shot,Bank Shot,-103,61,2,0,2010,11,1.0,NOH,96,True,False,True,False,False,False,False,False,1,0
Jump Shot,Jump Shot,-161,192,3,0,2010,25,0.0,NOH,657,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,29,11,3,0,2010,3,1.0,NOH,618,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,26,4,3,0,2010,2,0.0,NOH,468,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-32,77,3,0,2010,8,0.0,NOH,374,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-160,208,3,0,2010,26,0.0,NOH,144,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,170,3,3,0,2010,17,0.0,NOH,104,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-202,80,3,0,2010,21,0.0,NOH,64,True,False,False,False,False,True,False,False,1,0
Finger Roll Layup Shot,Layup,-16,11,3,0,2010,1,0.0,NOH,48,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-75,400,3,0,2010,40,0.0,NOH,0,False,True,False,False,False,True,False,False,1,0
Layup Shot,Layup,-15,9,4,0,2010,1,1.0,NOH,148,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-65,22,4,0,2010,6,1.0,NOH,15,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,70,69,1,0,2010,9,1.0,DAL,637,True,False,False,False,False,True,False,False,1,0
Turnaround Jump Shot,Jump Shot,-128,15,1,0,2010,12,0.0,DAL,600,True,False,False,False,False,True,False,False,1,0
Pullup Jump shot,Jump Shot,-26,115,1,0,2010,11,1.0,DAL,553,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,54,47,1,0,2010,7,0.0,DAL,353,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,133,1,1,0,2010,13,1.0,DAL,349,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,13,19,2,0,2010,2,1.0,DAL,303,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,7,14,2,0,2010,1,0.0,DAL,274,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-134,216,2,0,2010,25,0.0,DAL,116,False,True,False,False,False,True,False,False,1,0
Turnaround Jump Shot,Jump Shot,-128,9,2,0,2010,12,0.0,DAL,83,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-142,224,2,0,2010,26,0.0,DAL,0,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,155,17,3,0,2010,15,0.0,DAL,626,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,105,183,3,0,2010,21,1.0,DAL,431,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,155,195,3,0,2010,24,0.0,DAL,360,False,True,False,False,False,True,False,False,1,0
Pullup Jump shot,Jump Shot,-89,15,3,0,2010,9,1.0,DAL,280,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-60,99,4,0,2010,11,0.0,DAL,555,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-78,113,4,0,2010,13,0.0,DAL,515,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,47,108,4,0,2010,11,1.0,DAL,422,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,157,159,1,0,2010,22,0.0,UTA,523,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,31,9,1,0,2010,3,1.0,UTA,287,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,143,195,1,0,2010,24,0.0,UTA,251,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,18,48,2,0,2010,5,1.0,UTA,315,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,-18,0,2,0,2010,1,1.0,UTA,47,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,88,170,3,0,2010,19,0.0,UTA,651,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,141,132,3,0,2010,19,1.0,UTA,404,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,17,214,3,0,2010,21,0.0,UTA,296,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-157,194,4,0,2010,24,1.0,UTA,298,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-191,157,4,0,2010,24,0.0,UTA,70,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,43,11,4,0,2010,4,0.0,UTA,33,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-150,219,1,0,2010,26,0.0,DEN,700,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,20,23,1,0,2010,3,0.0,DEN,581,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,31,23,1,0,2010,3,0.0,DEN,471,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,2,25,1,0,2010,2,1.0,DEN,460,True,False,False,False,False,False,True,False,1,0
Alley Oop Dunk Shot,Dunk,-6,20,1,0,2010,2,1.0,DEN,440,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-7,227,1,0,2010,22,0.0,DEN,350,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,11,4,1,0,2010,1,0.0,DEN,324,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,17,44,1,0,2010,4,0.0,DEN,180,True,False,False,False,False,True,False,False,1,0
Turnaround Jump Shot,Jump Shot,-105,-10,2,0,2010,10,1.0,DEN,410,True,False,False,False,False,True,False,False,1,0
Jump Bank Shot,Jump Shot,-4,31,2,0,2010,3,1.0,DEN,306,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,10,160,2,0,2010,16,1.0,DEN,266,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,176,201,2,0,2010,26,0.0,DEN,200,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-105,36,2,0,2010,11,0.0,DEN,63,True,False,False,False,False,True,False,False,1,0
Jump Bank Shot,Jump Shot,9,53,2,0,2010,5,1.0,DEN,9,True,False,False,False,False,True,False,False,1,0
Floating Jump shot,Jump Shot,15,108,3,0,2010,10,0.0,DEN,611,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,59,83,3,0,2010,10,1.0,DEN,314,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,190,7,3,0,2010,19,0.0,DEN,244,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,-106,72,3,0,2010,12,1.0,DEN,155,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,2,37,3,0,2010,3,0.0,DEN,86,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,15,22,4,0,2010,2,1.0,DEN,382,True,False,False,False,False,False,True,False,1,0
Slam Dunk Shot,Dunk,-8,12,4,0,2010,1,1.0,DEN,122,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,26,261,4,0,2010,26,0.0,DEN,95,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,9,66,4,0,2010,6,0.0,DEN,75,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,62,244,4,0,2010,25,0.0,DEN,7,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,94,192,1,0,2010,21,0.0,UTA,266,True,False,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,-106,0,3,0,2010,10,0.0,UTA,658,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,-8,20,3,0,2010,2,1.0,UTA,462,True,False,False,True,False,False,False,False,1,0
Jump Bank Shot,Jump Shot,-81,47,3,0,2010,9,1.0,UTA,454,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-169,178,3,0,2010,24,0.0,UTA,424,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,43,67,3,0,2010,7,0.0,UTA,353,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-103,146,4,0,2010,17,0.0,UTA,536,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-13,61,4,0,2010,6,0.0,UTA,507,True,False,False,False,False,True,False,False,1,0
Floating Jump shot,Jump Shot,32,71,4,0,2010,7,1.0,UTA,376,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-60,244,4,0,2010,25,0.0,UTA,142,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,228,36,4,0,2010,23,1.0,UTA,78,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-59,241,4,0,2010,24,0.0,UTA,51,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-46,268,4,0,2010,27,1.0,UTA,16,False,True,False,False,False,True,False,False,1,0
Pullup Jump shot,Jump Shot,12,97,1,0,2010,9,1.0,GSW,670,True,False,False,False,False,True,False,False,0,0
Pullup Jump shot,Jump Shot,-120,129,1,0,2010,17,1.0,GSW,567,True,False,False,False,False,True,False,False,0,0
Reverse Layup Shot,Layup,-5,11,1,0,2010,1,0.0,GSW,511,True,False,False,False,False,False,True,False,0,0
Turnaround Fadeaway shot,Jump Shot,78,61,1,0,2010,9,1.0,GSW,452,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-122,113,1,0,2010,16,0.0,GSW,387,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,-2,15,1,0,2010,1,0.0,GSW,278,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,171,178,1,0,2010,24,0.0,GSW,137,False,True,False,False,False,True,False,False,0,0
Turnaround Fadeaway shot,Jump Shot,135,80,1,0,2010,15,1.0,GSW,76,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,-4,25,1,0,2010,2,1.0,GSW,47,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-221,11,2,0,2010,22,0.0,GSW,224,False,True,False,False,False,True,False,False,0,0
Turnaround Fadeaway shot,Jump Shot,121,23,3,0,2010,12,0.0,GSW,305,True,False,False,False,False,True,False,False,0,0
Driving Reverse Layup Shot,Layup,-21,17,3,0,2010,2,1.0,GSW,231,True,False,False,False,False,False,True,False,0,0
Turnaround Fadeaway shot,Jump Shot,105,134,3,0,2010,17,0.0,GSW,175,True,False,False,False,False,True,False,False,0,0
Step Back Jump shot,Jump Shot,-183,194,4,0,2010,26,1.0,GSW,260,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,138,250,4,0,2010,28,0.0,GSW,233,False,True,False,False,False,True,False,False,0,0
Jump Bank Shot,Jump Shot,-60,36,4,0,2010,6,1.0,GSW,199,True,False,False,False,False,True,False,False,0,0
Step Back Jump shot,Jump Shot,-185,108,4,0,2010,21,1.0,GSW,170,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,15,4,4,0,2010,1,1.0,GSW,136,True,False,False,False,False,False,True,False,0,0
Pullup Jump shot,Jump Shot,-209,186,4,0,2010,27,0.0,GSW,99,False,True,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,17,14,4,0,2010,2,0.0,GSW,85,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-108,219,1,0,2010,24,0.0,POR,540,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,113,0,1,0,2010,11,1.0,POR,511,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,24,94,1,0,2010,9,0.0,POR,468,True,False,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,166,56,2,0,2010,17,0.0,POR,453,True,False,False,False,False,True,False,False,0,0
Turnaround Fadeaway shot,Jump Shot,50,102,2,0,2010,11,0.0,POR,412,True,False,False,False,False,True,False,False,0,0
Tip Shot,Tip Shot,10,6,2,0,2010,1,0.0,POR,278,True,False,False,False,False,False,False,True,0,0
Driving Dunk Shot,Dunk,12,4,2,0,2010,1,1.0,POR,179,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,226,78,2,0,2010,23,1.0,POR,146,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,48,258,2,0,2010,26,1.0,POR,102,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,121,249,2,0,2010,27,1.0,POR,61,False,True,False,False,False,True,False,False,0,0
Pullup Jump shot,Jump Shot,-82,247,2,0,2010,26,1.0,POR,32,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-138,241,2,0,2010,27,0.0,POR,0,False,True,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,13,8,3,0,2010,1,0.0,POR,591,True,False,False,False,False,False,True,False,0,0
Pullup Jump shot,Jump Shot,88,195,3,0,2010,21,0.0,POR,575,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-175,135,3,0,2010,22,0.0,POR,433,True,False,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,-112,156,4,0,2010,19,0.0,POR,513,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,95,12,4,0,2010,9,0.0,POR,389,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-217,108,4,0,2010,24,0.0,POR,344,False,True,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,-13,4,4,0,2010,1,1.0,POR,190,True,False,False,False,False,False,True,False,0,0
Driving Layup Shot,Layup,2,15,4,0,2010,1,1.0,POR,129,True,False,False,False,False,False,True,False,0,0
Layup Shot,Layup,17,1,4,0,2010,1,0.0,POR,58,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,135,142,1,0,2010,19,0.0,OKC,672,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,160,208,1,0,2010,26,1.0,OKC,598,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-179,192,1,0,2010,26,0.0,OKC,274,False,True,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,-2,9,1,0,2010,0,1.0,OKC,251,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,217,116,2,0,2010,24,1.0,OKC,311,False,True,False,False,False,True,False,False,1,0
Layup Shot,Layup,20,9,2,0,2010,2,1.0,OKC,278,True,False,False,False,False,False,True,False,1,0
Fadeaway Jump Shot,Jump Shot,111,145,2,0,2010,18,1.0,OKC,220,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,-23,17,2,0,2010,2,1.0,OKC,11,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,21,20,3,0,2010,2,0.0,OKC,641,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,26,4,3,0,2010,2,0.0,OKC,619,True,False,False,False,False,False,True,False,1,0
Fadeaway Jump Shot,Jump Shot,92,20,3,0,2010,9,0.0,OKC,433,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,0,48,3,0,2010,4,0.0,OKC,368,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,20,19,4,0,2010,2,1.0,OKC,190,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-224,12,4,0,2010,22,0.0,OKC,60,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-54,271,1,0,2010,27,0.0,SAS,585,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-84,170,1,0,2010,18,0.0,SAS,565,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-109,165,1,0,2010,19,1.0,SAS,489,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,152,216,1,0,2010,26,0.0,SAS,432,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,37,178,2,0,2010,18,0.0,SAS,423,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-158,25,2,0,2010,15,1.0,SAS,320,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,173,206,2,0,2010,26,0.0,SAS,33,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-187,0,3,0,2010,18,0.0,SAS,644,True,False,False,False,False,True,False,False,1,0
Turnaround Jump Shot,Jump Shot,-59,101,3,0,2010,11,1.0,SAS,585,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,118,3,3,0,2010,11,1.0,SAS,548,True,False,False,False,False,True,False,False,1,0
Tip Shot,Tip Shot,0,19,3,0,2010,1,0.0,SAS,507,True,False,False,False,False,False,False,True,1,0
Jump Shot,Jump Shot,-81,66,4,0,2010,10,0.0,SAS,673,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-23,148,4,0,2010,14,0.0,SAS,571,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,29,80,4,0,2010,8,0.0,SAS,220,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,214,167,4,0,2010,27,1.0,SAS,175,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,97,116,4,0,2010,15,0.0,SAS,139,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,95,189,1,0,2010,21,0.0,SAC,595,True,False,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,130,71,1,0,2010,14,1.0,SAC,552,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,110,4,1,0,2010,11,1.0,SAC,472,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,42,85,1,0,2010,9,0.0,SAC,348,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-19,167,1,0,2010,16,1.0,SAC,270,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-116,148,1,0,2010,18,0.0,SAC,128,True,False,False,False,False,True,False,False,0,0
Turnaround Fadeaway shot,Jump Shot,-133,61,2,0,2010,14,1.0,SAC,38,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-228,17,2,0,2010,22,0.0,SAC,3,False,True,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,-13,108,3,0,2010,10,1.0,SAC,388,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,15,0,3,0,2010,1,1.0,SAC,362,True,False,False,False,False,False,True,False,0,0
Pullup Jump shot,Jump Shot,-41,105,3,0,2010,11,1.0,SAC,274,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,18,181,3,0,2010,18,1.0,SAC,203,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-67,20,3,0,2010,6,1.0,SAC,148,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,-100,164,4,0,2010,19,1.0,SAC,426,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,185,25,4,0,2010,18,1.0,SAC,333,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,13,162,4,0,2010,16,0.0,SAC,207,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-98,50,4,0,2010,11,0.0,SAC,89,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,144,89,4,0,2010,16,0.0,SAC,57,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-119,48,4,0,2010,12,0.0,SAC,15,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,141,205,4,0,2010,24,1.0,SAC,4,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,92,129,5,0,2010,15,0.0,SAC,244,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,4,61,5,0,2010,6,0.0,SAC,205,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-114,203,5,0,2010,23,1.0,SAC,117,True,False,False,False,False,True,False,False,0,0
Reverse Layup Shot,Layup,20,1,1,0,2011,2,1.0,CHI,397,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,100,37,1,0,2011,10,0.0,CHI,357,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-18,219,1,0,2011,21,0.0,CHI,227,True,False,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,151,74,1,0,2011,16,0.0,CHI,140,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,89,140,2,0,2011,16,1.0,CHI,287,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,84,192,2,0,2011,20,1.0,CHI,249,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,88,162,2,0,2011,18,1.0,CHI,217,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,21,0,2,0,2011,2,1.0,CHI,120,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,130,17,2,0,2011,13,0.0,CHI,6,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-67,160,3,0,2011,17,0.0,CHI,658,True,False,False,False,False,True,False,False,1,0
Driving Dunk Shot,Dunk,7,6,3,0,2011,0,1.0,CHI,596,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-40,75,3,0,2011,8,1.0,CHI,319,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-117,121,3,0,2011,16,0.0,CHI,215,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,234,104,3,0,2011,25,0.0,CHI,149,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,114,179,4,0,2011,21,0.0,CHI,452,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,-10,4,4,0,2011,1,1.0,CHI,432,True,False,False,False,False,False,True,False,1,0
