action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,remaining_time,2PT Field Goal,3PT Field Goal,home_court,injury
Layup Shot,Layup,-5,11,2,0,2010,1,1.0,Center(C),Restricted Area,DET,15,True,False,1,0
Dunk Shot,Dunk,2,15,3,0,2010,1,1.0,Center(C),Restricted Area,DET,495,True,False,1,0
Driving Layup Shot,Layup,-21,17,3,0,2010,2,1.0,Center(C),Restricted Area,DET,403,True,False,1,0
Turnaround Jump Shot,Jump Shot,132,-36,1,0,2010,13,1.0,Right Side(R),Mid-Range,PHX,288,True,False,0,0
Jump Shot,Jump Shot,170,189,1,0,2010,25,1.0,Right Side Center(RC),Above the Break 3,PHX,251,False,True,0,0
Jump Shot,Jump Shot,-199,142,1,0,2010,24,0.0,Left Side Center(LC),Above the Break 3,PHX,186,False,True,0,0
Jump Bank Shot,Jump Shot,-117,55,2,0,2010,12,0.0,Left Side(L),Mid-Range,PHX,322,True,False,0,0
Jump Shot,Jump Shot,206,157,2,0,2010,25,0.0,Right Side Center(RC),Above the Break 3,PHX,264,False,True,0,0
Jump Shot,Jump Shot,179,178,3,0,2010,25,1.0,Right Side Center(RC),Above the Break 3,PHX,674,False,True,0,0
Running Bank shot,Bank Shot,39,22,3,0,2010,4,1.0,Center(C),In The Paint (Non-RA),PHX,646,True,False,0,0
Jump Shot,Jump Shot,-180,113,3,0,2010,21,1.0,Left Side(L),Mid-Range,PHX,596,True,False,0,0
Jump Shot,Jump Shot,84,135,3,0,2010,15,0.0,Right Side(R),Mid-Range,PHX,399,True,False,0,0
Jump Shot,Jump Shot,-196,64,3,0,2010,20,1.0,Left Side(L),Mid-Range,PHX,120,True,False,0,0
Jump Shot,Jump Shot,-201,104,4,0,2010,22,1.0,Left Side(L),Mid-Range,PHX,241,True,False,0,0
Jump Shot,Jump Shot,-196,143,4,0,2010,24,0.0,Left Side Center(LC),Above the Break 3,PHX,198,False,True,0,0
Jump Shot,Jump Shot,-168,222,4,0,2010,27,0.0,Left Side Center(LC),Above the Break 3,PHX,152,False,True,0,0
Jump Shot,Jump Shot,111,157,4,0,2010,19,0.0,Right Side Center(RC),Mid-Range,PHX,19,True,False,0,0
Jump Shot,Jump Shot,149,208,1,0,2010,25,1.0,Right Side Center(RC),Above the Break 3,NOH,703,False,True,1,0
Jump Shot,Jump Shot,174,131,1,0,2010,21,1.0,Right Side Center(RC),Mid-Range,NOH,224,True,False,1,0
Jump Shot,Jump Shot,-157,113,1,0,2010,19,0.0,Left Side(L),Mid-Range,NOH,120,True,False,1,0
Jump Shot,Jump Shot,13,86,2,0,2010,8,1.0,Center(C),In The Paint (Non-RA),NOH,380,True,False,1,0
Jump Shot,Jump Shot,-201,176,2,0,2010,26,0.0,Left Side Center(LC),Above the Break 3,NOH,148,False,True,1,0
Jump Shot,Jump Shot,200,-14,2,0,2010,20,1.0,Right Side(R),Mid-Range,NOH,49,True,False,1,0
Jump Shot,Jump Shot,92,214,3,0,2010,23,0.0,Right Side Center(RC),Mid-Range,NOH,692,True,False,1,0
Jump Shot,Jump Shot,23,26,3,0,2010,3,0.0,Center(C),Restricted Area,NOH,514,True,False,1,0
Jump Shot,Jump Shot,132,219,3,0,2010,25,0.0,Right Side Center(RC),Above the Break 3,NOH,379,False,True,1,0
Jump Shot,Jump Shot,-82,146,3,0,2010,16,0.0,Left Side Center(LC),Mid-Range,NOH,283,True,False,1,0
Running Jump Shot,Jump Shot,-4,61,3,0,2010,6,1.0,Center(C),In The Paint (Non-RA),NOH,69,True,False,1,0
Running Bank shot,Bank Shot,-18,55,3,0,2010,5,1.0,Center(C),In The Paint (Non-RA),NOH,3,True,False,1,0
Jump Shot,Jump Shot,32,99,4,0,2010,10,1.0,Center(C),In The Paint (Non-RA),NOH,506,True,False,1,0
Jump Shot,Jump Shot,-234,-2,4,0,2010,23,0.0,Left Side(L),Left Corner 3,NOH,339,False,True,1,0
Jump Shot,Jump Shot,-190,105,4,0,2010,21,0.0,Left Side(L),Mid-Range,NOH,133,True,False,1,0
Running Hook Shot,Hook Shot,-46,45,4,0,2010,6,1.0,Center(C),In The Paint (Non-RA),NOH,83,True,False,1,0
Jump Shot,Jump Shot,28,93,4,0,2010,9,0.0,Center(C),In The Paint (Non-RA),NOH,37,True,False,1,0
Layup Shot,Layup,-16,15,1,0,2010,2,1.0,Center(C),Restricted Area,NYK,338,True,False,1,0
Jump Shot,Jump Shot,129,127,1,0,2010,18,0.0,Right Side Center(RC),Mid-Range,NYK,272,True,False,1,0
Jump Shot,Jump Shot,-13,45,1,0,2010,4,0.0,Center(C),In The Paint (Non-RA),NYK,180,True,False,1,0
Turnaround Jump Shot,Jump Shot,135,119,2,0,2010,17,0.0,Right Side Center(RC),Mid-Range,NYK,369,True,False,1,0
Running Jump Shot,Jump Shot,7,138,2,0,2010,13,1.0,Center(C),In The Paint (Non-RA),NYK,241,True,False,1,0
Jump Shot,Jump Shot,-49,88,2,0,2010,10,1.0,Center(C),In The Paint (Non-RA),NYK,110,True,False,1,0
Turnaround Jump Shot,Jump Shot,88,22,2,0,2010,9,0.0,Right Side(R),Mid-Range,NYK,88,True,False,1,0
Jump Shot,Jump Shot,-109,230,2,0,2010,25,1.0,Left Side Center(LC),Above the Break 3,NYK,40,False,True,1,0
Jump Shot,Jump Shot,-98,247,2,0,2010,26,0.0,Left Side Center(LC),Above the Break 3,NYK,3,False,True,1,0
Jump Shot,Jump Shot,88,211,2,0,2010,22,0.0,Right Side Center(RC),Mid-Range,NYK,0,True,False,1,0
Jump Shot,Jump Shot,9,261,3,0,2010,26,1.0,Center(C),Above the Break 3,NYK,684,False,True,1,0
Jump Shot,Jump Shot,103,225,3,0,2010,24,1.0,Right Side Center(RC),Above the Break 3,NYK,664,False,True,1,0
Jump Shot,Jump Shot,125,236,3,0,2010,26,0.0,Right Side Center(RC),Above the Break 3,NYK,532,False,True,1,0
Driving Layup Shot,Layup,12,20,3,0,2010,2,0.0,Center(C),Restricted Area,NYK,478,True,False,1,0
Jump Shot,Jump Shot,58,71,3,0,2010,9,0.0,Right Side(R),In The Paint (Non-RA),NYK,349,True,False,1,0
Alley Oop Dunk Shot,Dunk,17,17,3,0,2010,2,1.0,Center(C),Restricted Area,NYK,327,True,False,1,0
Jump Shot,Jump Shot,-153,165,4,0,2010,22,0.0,Left Side Center(LC),Mid-Range,NYK,662,True,False,1,0
Jump Shot,Jump Shot,-38,20,4,0,2010,4,1.0,Center(C),In The Paint (Non-RA),NYK,634,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,91,145,4,0,2010,17,1.0,Right Side Center(RC),Mid-Range,NYK,598,True,False,1,0
Jump Shot,Jump Shot,4,282,4,0,2010,28,0.0,Center(C),Above the Break 3,NYK,565,False,True,1,0
Jump Shot,Jump Shot,21,53,4,0,2010,5,0.0,Center(C),In The Paint (Non-RA),NYK,523,True,False,1,0
Layup Shot,Layup,-26,20,4,0,2010,3,0.0,Center(C),Restricted Area,NYK,292,True,False,1,0
Jump Shot,Jump Shot,29,85,4,0,2010,8,1.0,Center(C),In The Paint (Non-RA),NYK,166,True,False,1,0
Driving Layup Shot,Layup,-16,19,1,0,2010,2,1.0,Center(C),Restricted Area,CLE,470,True,False,1,0
Floating Jump shot,Jump Shot,24,22,3,0,2010,3,0.0,Center(C),Restricted Area,CLE,647,True,False,1,0
Jump Shot,Jump Shot,-138,235,3,0,2010,27,0.0,Left Side Center(LC),Above the Break 3,CLE,530,False,True,1,0
Running Jump Shot,Jump Shot,7,116,3,0,2010,11,1.0,Center(C),In The Paint (Non-RA),CLE,475,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,-111,88,3,0,2010,14,1.0,Left Side(L),Mid-Range,CLE,414,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,-103,96,3,0,2010,14,0.0,Left Side(L),Mid-Range,CLE,368,True,False,1,0
Jump Shot,Jump Shot,-228,131,3,0,2010,26,1.0,Left Side Center(LC),Above the Break 3,CLE,323,False,True,1,0
Turnaround Bank shot,Bank Shot,86,58,3,0,2010,10,0.0,Right Side(R),Mid-Range,CLE,248,True,False,1,0
Jump Shot,Jump Shot,9,250,1,0,2010,25,0.0,Center(C),Above the Break 3,GSW,654,False,True,0,0
Driving Layup Shot,Layup,10,6,1,0,2010,1,1.0,Center(C),Restricted Area,GSW,548,True,False,0,0
Jump Shot,Jump Shot,110,131,1,0,2010,17,1.0,Right Side Center(RC),Mid-Range,GSW,399,True,False,0,0
Jump Shot,Jump Shot,-4,31,1,0,2010,3,0.0,Center(C),Restricted Area,GSW,306,True,False,0,0
Driving Layup Shot,Layup,7,6,1,0,2010,0,1.0,Center(C),Restricted Area,GSW,268,True,False,0,0
Jump Shot,Jump Shot,-5,47,1,0,2010,4,1.0,Center(C),In The Paint (Non-RA),GSW,177,True,False,0,0
Jump Shot,Jump Shot,-92,47,2,0,2010,10,0.0,Left Side(L),Mid-Range,GSW,117,True,False,0,0
Jump Shot,Jump Shot,78,17,3,0,2010,7,0.0,Center(C),In The Paint (Non-RA),GSW,504,True,False,0,0
Layup Shot,Layup,15,4,3,0,2010,1,1.0,Center(C),Restricted Area,GSW,490,True,False,0,0
Jump Shot,Jump Shot,-90,132,3,0,2010,15,1.0,Left Side(L),Mid-Range,GSW,388,True,False,0,0
Jump Shot,Jump Shot,-19,53,3,0,2010,5,1.0,Center(C),In The Paint (Non-RA),GSW,351,True,False,0,0
Jump Shot,Jump Shot,-11,33,3,0,2010,3,0.0,Center(C),Restricted Area,GSW,235,True,False,0,0
Jump Shot,Jump Shot,-10,132,3,0,2010,13,1.0,Center(C),In The Paint (Non-RA),GSW,167,True,False,0,0
Jump Shot,Jump Shot,6,134,3,0,2010,13,1.0,Center(C),In The Paint (Non-RA),GSW,119,True,False,0,0
Jump Shot,Jump Shot,-179,184,3,0,2010,25,0.0,Left Side Center(LC),Above the Break 3,GSW,78,False,True,0,0
Jump Shot,Jump Shot,-131,220,3,0,2010,25,0.0,Left Side Center(LC),Above the Break 3,GSW,24,False,True,0,0
Pullup Jump shot,Jump Shot,237,1,4,0,2010,23,1.0,Right Side(R),Right Corner 3,GSW,349,False,True,0,0
Driving Layup Shot,Layup,-2,28,4,0,2010,2,1.0,Center(C),Restricted Area,GSW,190,True,False,0,0
Fadeaway Jump Shot,Jump Shot,-65,121,4,0,2010,13,1.0,Center(C),In The Paint (Non-RA),GSW,150,True,False,0,0
Jump Shot,Jump Shot,-65,127,4,0,2010,14,0.0,Center(C),In The Paint (Non-RA),GSW,77,True,False,0,0
Pullup Jump shot,Jump Shot,-150,219,4,0,2010,26,1.0,Left Side Center(LC),Above the Break 3,GSW,43,False,True,0,0
Jump Shot,Jump Shot,77,115,1,0,2010,13,1.0,Right Side(R),In The Paint (Non-RA),NJN,482,True,False,1,0
Jump Shot,Jump Shot,39,112,1,0,2010,11,1.0,Center(C),In The Paint (Non-RA),NJN,445,True,False,1,0
Jump Shot,Jump Shot,108,222,1,0,2010,24,0.0,Right Side Center(RC),Above the Break 3,NJN,414,False,True,1,0
Driving Dunk Shot,Dunk,13,3,1,0,2010,1,1.0,Center(C),Restricted Area,NJN,193,True,False,1,0
Driving Reverse Layup Shot,Layup,24,12,1,0,2010,2,1.0,Center(C),Restricted Area,NJN,53,True,False,1,0
Layup Shot,Layup,10,23,1,0,2010,2,0.0,Center(C),Restricted Area,NJN,1,True,False,1,0
Finger Roll Layup Shot,Layup,18,41,2,0,2010,4,1.0,Center(C),In The Paint (Non-RA),NJN,231,True,False,1,0
Layup Shot,Layup,-18,11,3,0,2010,2,0.0,Center(C),Restricted Area,NJN,650,True,False,1,0
Turnaround Jump Shot,Jump Shot,-21,78,3,0,2010,8,0.0,Center(C),In The Paint (Non-RA),NJN,507,True,False,1,0
Jump Shot,Jump Shot,160,66,3,0,2010,17,1.0,Right Side(R),Mid-Range,NJN,370,True,False,1,0
Jump Bank Shot,Jump Shot,54,22,3,0,2010,5,1.0,Center(C),In The Paint (Non-RA),NJN,243,True,False,1,0
Driving Layup Shot,Layup,-15,12,4,0,2010,1,1.0,Center(C),Restricted Area,NJN,323,True,False,1,0
Jump Shot,Jump Shot,24,99,4,0,2010,10,0.0,Center(C),In The Paint (Non-RA),NJN,180,True,False,1,0
Turnaround Jump Shot,Jump Shot,18,186,1,0,2010,18,1.0,Center(C),Mid-Range,LAC,591,True,False,0,0
Jump Shot,Jump Shot,-131,238,1,0,2010,27,0.0,Left Side Center(LC),Above the Break 3,LAC,183,False,True,0,0
Fadeaway Jump Shot,Jump Shot,50,105,1,0,2010,11,1.0,Center(C),In The Paint (Non-RA),LAC,149,True,False,0,0
Turnaround Fadeaway shot,Jump Shot,56,113,3,0,2010,12,1.0,Center(C),In The Paint (Non-RA),LAC,434,True,False,0,0
Fadeaway Jump Shot,Jump Shot,2,96,3,0,2010,9,1.0,Center(C),In The Paint (Non-RA),LAC,403,True,False,0,0
Jump Shot,Jump Shot,-133,228,3,0,2010,26,0.0,Left Side Center(LC),Above the Break 3,LAC,155,False,True,0,0
Fadeaway Jump Shot,Jump Shot,-134,113,3,0,2010,17,1.0,Left Side Center(LC),Mid-Range,LAC,107,True,False,0,0
Jump Shot,Jump Shot,-166,176,3,0,2010,24,0.0,Left Side Center(LC),Above the Break 3,LAC,77,False,True,0,0
Jump Shot,Jump Shot,-30,78,3,0,2010,8,0.0,Center(C),In The Paint (Non-RA),LAC,16,True,False,0,0
Jump Shot,Jump Shot,-38,213,3,0,2010,21,0.0,Center(C),Mid-Range,LAC,9,True,False,0,0
Jump Shot,Jump Shot,-125,261,4,0,2010,28,0.0,Left Side Center(LC),Above the Break 3,LAC,110,False,True,0,0
Jump Shot,Jump Shot,-235,-17,4,0,2010,23,0.0,Left Side(L),Left Corner 3,LAC,5,False,True,0,0
Jump Shot,Jump Shot,-15,206,2,0,2010,20,1.0,Center(C),Mid-Range,OKC,314,True,False,1,0
Jump Shot,Jump Shot,-2,82,2,0,2010,8,0.0,Center(C),In The Paint (Non-RA),OKC,221,True,False,1,0
Driving Dunk Shot,Dunk,4,23,2,0,2010,2,1.0,Center(C),Restricted Area,OKC,87,True,False,1,0
Jump Shot,Jump Shot,39,261,3,0,2010,26,1.0,Center(C),Above the Break 3,OKC,496,False,True,1,0
Jump Shot,Jump Shot,-52,34,3,0,2010,6,0.0,Center(C),In The Paint (Non-RA),OKC,455,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,105,14,3,0,2010,10,0.0,Right Side(R),Mid-Range,OKC,425,True,False,1,0
Jump Shot,Jump Shot,23,159,4,0,2010,16,1.0,Center(C),Mid-Range,OKC,388,True,False,1,0
Jump Shot,Jump Shot,36,211,4,0,2010,21,0.0,Center(C),Mid-Range,OKC,191,True,False,1,0
Turnaround Jump Shot,Jump Shot,15,34,1,0,2010,3,0.0,Center(C),Restricted Area,DAL,512,True,False,0,0
Jump Shot,Jump Shot,-127,11,1,0,2010,12,1.0,Left Side(L),Mid-Range,DAL,487,True,False,0,0
Pullup Jump shot,Jump Shot,147,11,1,0,2010,14,1.0,Right Side(R),Mid-Range,DAL,57,True,False,0,0
Jump Shot,Jump Shot,-82,230,2,0,2010,24,0.0,Left Side Center(LC),Above the Break 3,DAL,131,False,True,0,0
Jump Shot,Jump Shot,2,288,3,0,2010,28,0.0,Center(C),Above the Break 3,DAL,590,False,True,0,0
Driving Layup Shot,Layup,6,17,3,0,2010,1,1.0,Center(C),Restricted Area,DAL,447,True,False,0,0
Jump Shot,Jump Shot,-2,162,3,0,2010,16,0.0,Center(C),Mid-Range,DAL,407,True,False,0,0
Turnaround Fadeaway shot,Jump Shot,32,131,3,0,2010,13,0.0,Center(C),In The Paint (Non-RA),DAL,333,True,False,0,0
Jump Shot,Jump Shot,103,11,3,0,2010,10,1.0,Right Side(R),Mid-Range,DAL,313,True,False,0,0
Jump Shot,Jump Shot,-122,181,4,0,2010,21,1.0,Left Side Center(LC),Mid-Range,DAL,523,True,False,0,0
Jump Shot,Jump Shot,103,175,4,0,2010,20,1.0,Right Side Center(RC),Mid-Range,DAL,466,True,False,0,0
Jump Shot,Jump Shot,21,97,4,0,2010,9,0.0,Center(C),In The Paint (Non-RA),DAL,425,True,False,0,0
Jump Shot,Jump Shot,-18,227,4,0,2010,22,0.0,Center(C),Mid-Range,DAL,172,True,False,0,0
Jump Bank Shot,Jump Shot,-108,58,4,0,2010,12,1.0,Left Side(L),Mid-Range,DAL,95,True,False,0,0
Running Hook Shot,Hook Shot,72,28,4,0,2010,7,1.0,Center(C),In The Paint (Non-RA),DAL,38,True,False,0,0
Jump Bank Shot,Jump Shot,-84,20,1,0,2010,8,0.0,Left Side(L),Mid-Range,DEN,436,True,False,0,0
Turnaround Jump Shot,Jump Shot,-65,47,1,0,2010,8,1.0,Left Side(L),In The Paint (Non-RA),DEN,189,True,False,0,0
Driving Layup Shot,Layup,-13,1,2,0,2010,1,1.0,Center(C),Restricted Area,DEN,147,True,False,0,0
Jump Shot,Jump Shot,119,143,3,0,2010,18,1.0,Right Side Center(RC),Mid-Range,DEN,687,True,False,0,0
Dunk Shot,Dunk,12,-2,3,0,2010,1,1.0,Center(C),Restricted Area,DEN,495,True,False,0,0
Jump Shot,Jump Shot,-228,34,3,0,2010,23,0.0,Left Side(L),Left Corner 3,DEN,414,False,True,0,0
Turnaround Bank shot,Bank Shot,-112,33,3,0,2010,11,1.0,Left Side(L),Mid-Range,DEN,391,True,False,0,0
Turnaround Fadeaway shot,Jump Shot,114,7,3,0,2010,11,1.0,Right Side(R),Mid-Range,DEN,311,True,False,0,0
Jump Shot,Jump Shot,-19,249,3,0,2010,24,0.0,Center(C),Above the Break 3,DEN,257,False,True,0,0
Fadeaway Jump Shot,Jump Shot,-150,94,3,0,2010,17,1.0,Left Side(L),Mid-Range,DEN,168,True,False,0,0
Turnaround Bank shot,Bank Shot,-67,30,1,0,2010,7,1.0,Center(C),In The Paint (Non-RA),UTA,568,True,False,1,0
Jump Shot,Jump Shot,190,4,1,0,2010,19,1.0,Right Side(R),Mid-Range,UTA,444,True,False,1,0
Driving Dunk Shot,Dunk,18,19,1,0,2010,2,1.0,Center(C),Restricted Area,UTA,216,True,False,1,0
Jump Shot,Jump Shot,-166,47,1,0,2010,17,0.0,Left Side(L),Mid-Range,UTA,126,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,-142,15,2,0,2010,14,1.0,Left Side(L),Mid-Range,UTA,289,True,False,1,0
Jump Shot,Jump Shot,-49,276,2,0,2010,28,0.0,Center(C),Above the Break 3,UTA,162,False,True,1,0
Driving Layup Shot,Layup,9,24,2,0,2010,2,0.0,Center(C),Restricted Area,UTA,121,True,False,1,0
Jump Shot,Jump Shot,70,36,3,0,2010,7,1.0,Center(C),In The Paint (Non-RA),UTA,611,True,False,1,0
Jump Shot,Jump Shot,173,217,3,0,2010,27,0.0,Right Side Center(RC),Above the Break 3,UTA,424,False,True,1,0
Turnaround Fadeaway shot,Jump Shot,-101,77,3,0,2010,12,1.0,Left Side(L),Mid-Range,UTA,379,True,False,1,0
Jump Shot,Jump Shot,144,148,1,0,2010,20,1.0,Right Side Center(RC),Mid-Range,SAC,593,True,False,1,0
Jump Shot,Jump Shot,-27,17,1,0,2010,3,0.0,Center(C),Restricted Area,SAC,575,True,False,1,0
Jump Shot,Jump Shot,-232,39,1,0,2010,23,1.0,Left Side(L),Left Corner 3,SAC,541,False,True,1,0
Jump Shot,Jump Shot,-45,52,1,0,2010,6,0.0,Center(C),In The Paint (Non-RA),SAC,485,True,False,1,0
Jump Shot,Jump Shot,105,94,1,0,2010,14,1.0,Right Side(R),Mid-Range,SAC,227,True,False,1,0
Driving Dunk Shot,Dunk,-12,33,1,0,2010,3,1.0,Center(C),Restricted Area,SAC,209,True,False,1,0
Jump Shot,Jump Shot,-65,52,1,0,2010,8,1.0,Left Side(L),In The Paint (Non-RA),SAC,144,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,103,64,1,0,2010,12,1.0,Right Side(R),Mid-Range,SAC,122,True,False,1,0
Jump Shot,Jump Shot,-161,197,1,0,2010,25,0.0,Left Side Center(LC),Above the Break 3,SAC,86,False,True,1,0
Fadeaway Jump Shot,Jump Shot,-144,17,1,0,2010,14,1.0,Left Side(L),Mid-Range,SAC,32,True,False,1,0
Driving Slam Dunk Shot,Dunk,4,14,1,0,2010,1,1.0,Center(C),Restricted Area,SAC,4,True,False,1,0
Jump Shot,Jump Shot,190,178,2,0,2010,26,0.0,Right Side Center(RC),Above the Break 3,SAC,240,False,True,1,0
Jump Shot,Jump Shot,-109,97,2,0,2010,14,1.0,Left Side(L),Mid-Range,SAC,48,True,False,1,0
Jump Shot,Jump Shot,-76,31,3,0,2010,8,0.0,Left Side(L),In The Paint (Non-RA),SAC,566,True,False,1,0
Jump Shot,Jump Shot,13,198,4,0,2010,19,0.0,Center(C),Mid-Range,SAC,704,True,False,1,0
Fadeaway Jump Shot,Jump Shot,69,61,4,0,2010,9,0.0,Right Side(R),In The Paint (Non-RA),SAC,626,True,False,1,0
Jump Shot,Jump Shot,-93,41,4,0,2010,10,0.0,Left Side(L),Mid-Range,SAC,565,True,False,1,0
Driving Slam Dunk Shot,Dunk,17,14,4,0,2010,2,1.0,Center(C),Restricted Area,SAC,229,True,False,1,0
Jump Shot,Jump Shot,-68,74,4,0,2010,10,0.0,Left Side(L),In The Paint (Non-RA),SAC,113,True,False,1,0
Jump Shot,Jump Shot,-245,-11,4,0,2010,24,0.0,Left Side(L),Left Corner 3,SAC,73,False,True,1,0
Jump Shot,Jump Shot,-68,33,4,0,2010,7,1.0,Center(C),In The Paint (Non-RA),SAC,49,True,False,1,0
Jump Shot,Jump Shot,154,208,4,0,2010,25,0.0,Right Side Center(RC),Above the Break 3,SAC,20,False,True,1,0
Jump Shot,Jump Shot,-243,-13,4,0,2010,24,0.0,Left Side(L),Left Corner 3,SAC,8,False,True,1,0
Jump Shot,Jump Shot,144,222,4,0,2010,26,0.0,Right Side Center(RC),Above the Break 3,SAC,2,False,True,1,0
Floating Jump shot,Jump Shot,2,30,1,0,2010,3,1.0,Center(C),Restricted Area,BOS,458,True,False,1,0
Jump Shot,Jump Shot,-78,205,1,0,2010,21,1.0,Left Side Center(LC),Mid-Range,BOS,430,True,False,1,0
Jump Shot,Jump Shot,84,131,1,0,2010,15,0.0,Right Side(R),Mid-Range,BOS,410,True,False,1,0
Jump Bank Shot,Jump Shot,119,39,2,0,2010,12,1.0,Right Side(R),Mid-Range,BOS,364,True,False,1,0
Jump Shot,Jump Shot,92,165,2,0,2010,18,0.0,Right Side Center(RC),Mid-Range,BOS,339,True,False,1,0
Layup Shot,Layup,9,12,2,0,2010,1,1.0,Center(C),Restricted Area,BOS,284,True,False,1,0
Jump Shot,Jump Shot,0,80,2,0,2010,8,1.0,Center(C),In The Paint (Non-RA),BOS,209,True,False,1,0
Fadeaway Jump Shot,Jump Shot,-87,15,2,0,2010,8,1.0,Left Side(L),Mid-Range,BOS,121,True,False,1,0
Running Jump Shot,Jump Shot,43,31,2,0,2010,5,1.0,Center(C),In The Paint (Non-RA),BOS,63,True,False,1,0
Reverse Layup Shot,Layup,9,25,2,0,2010,2,0.0,Center(C),Restricted Area,BOS,45,True,False,1,0
Jump Shot,Jump Shot,245,1,3,0,2010,24,1.0,Right Side(R),Right Corner 3,BOS,688,False,True,1,0
Jump Shot,Jump Shot,94,129,3,0,2010,15,0.0,Right Side(R),Mid-Range,BOS,623,True,False,1,0
Jump Shot,Jump Shot,-149,211,3,0,2010,25,0.0,Left Side Center(LC),Above the Break 3,BOS,118,False,True,1,0
Fadeaway Jump Shot,Jump Shot,-109,108,3,0,2010,15,1.0,Left Side(L),Mid-Range,BOS,59,True,False,1,0
Jump Shot,Jump Shot,48,134,3,0,2010,14,0.0,Center(C),In The Paint (Non-RA),BOS,29,True,False,1,0
Jump Shot,Jump Shot,-116,105,4,0,2010,15,0.0,Left Side(L),Mid-Range,BOS,662,True,False,1,0
Turnaround Jump Shot,Jump Shot,17,80,4,0,2010,8,1.0,Center(C),In The Paint (Non-RA),BOS,418,True,False,1,0
Jump Shot,Jump Shot,-155,208,4,0,2010,25,0.0,Left Side Center(LC),Above the Break 3,BOS,372,False,True,1,0
Running Jump Shot,Jump Shot,-8,37,4,0,2010,3,1.0,Center(C),Restricted Area,BOS,350,True,False,1,0
Layup Shot,Layup,6,30,4,0,2010,3,1.0,Center(C),Restricted Area,BOS,320,True,False,1,0
Jump Shot,Jump Shot,105,154,4,0,2010,18,0.0,Right Side Center(RC),Mid-Range,BOS,281,True,False,1,0
Pullup Bank shot,Bank Shot,58,63,4,0,2010,8,0.0,Right Side(R),In The Paint (Non-RA),BOS,249,True,False,1,0
Jump Shot,Jump Shot,23,154,4,0,2010,15,1.0,Center(C),Mid-Range,BOS,228,True,False,1,0
Jump Shot,Jump Shot,97,187,4,0,2010,21,0.0,Right Side Center(RC),Mid-Range,BOS,200,True,False,1,0
Jump Shot,Jump Shot,-10,123,4,0,2010,12,1.0,Center(C),In The Paint (Non-RA),BOS,145,True,False,1,0
Jump Shot,Jump Shot,-5,41,4,0,2010,4,0.0,Center(C),In The Paint (Non-RA),BOS,106,True,False,1,0
Jump Shot,Jump Shot,34,23,1,0,2010,4,0.0,Center(C),In The Paint (Non-RA),HOU,511,True,False,1,0
Jump Shot,Jump Shot,-8,97,1,0,2010,9,0.0,Center(C),In The Paint (Non-RA),HOU,348,True,False,1,0
Jump Shot,Jump Shot,0,149,1,0,2010,14,0.0,Center(C),Mid-Range,HOU,206,True,False,1,0
Floating Jump shot,Jump Shot,43,19,2,0,2010,4,1.0,Center(C),In The Paint (Non-RA),HOU,473,True,False,1,0
Turnaround Jump Shot,Jump Shot,2,72,2,0,2010,7,1.0,Center(C),In The Paint (Non-RA),HOU,442,True,False,1,0
Fadeaway Jump Shot,Jump Shot,89,-2,2,0,2010,8,1.0,Right Side(R),Mid-Range,HOU,121,True,False,1,0
Jump Shot,Jump Shot,-201,151,2,0,2010,25,0.0,Left Side Center(LC),Above the Break 3,HOU,101,False,True,1,0
Jump Shot,Jump Shot,-114,266,2,0,2010,28,0.0,Left Side Center(LC),Above the Break 3,HOU,0,False,True,1,0
Turnaround Fadeaway shot,Jump Shot,2,101,3,0,2010,10,1.0,Center(C),In The Paint (Non-RA),HOU,616,True,False,1,0
Jump Shot,Jump Shot,40,209,3,0,2010,21,0.0,Center(C),Mid-Range,HOU,403,True,False,1,0
Running Jump Shot,Jump Shot,24,99,3,0,2010,10,1.0,Center(C),In The Paint (Non-RA),HOU,367,True,False,1,0
Layup Shot,Layup,2,22,3,0,2010,2,1.0,Center(C),Restricted Area,HOU,266,True,False,1,0
Driving Layup Shot,Layup,-11,12,3,0,2010,1,1.0,Center(C),Restricted Area,HOU,154,True,False,1,0
Jump Shot,Jump Shot,-169,175,4,0,2010,24,0.0,Left Side Center(LC),Above the Break 3,HOU,356,False,True,1,0
Jump Shot,Jump Shot,6,176,4,0,2010,17,1.0,Center(C),Mid-Range,HOU,317,True,False,1,0
Layup Shot,Layup,20,9,4,0,2010,2,1.0,Center(C),Restricted Area,HOU,247,True,False,1,0
Driving Layup Shot,Layup,15,23,4,0,2010,2,0.0,Center(C),Restricted Area,HOU,154,True,False,1,0
Jump Shot,Jump Shot,99,173,4,0,2010,19,0.0,Right Side Center(RC),Mid-Range,HOU,35,True,False,1,0
Running Jump Shot,Jump Shot,-65,23,5,0,2010,6,1.0,Center(C),In The Paint (Non-RA),HOU,272,True,False,1,0
Driving Layup Shot,Layup,15,45,5,0,2010,4,1.0,Center(C),In The Paint (Non-RA),HOU,38,True,False,1,0
